blockNumber,transactionHash,orderHash,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,direction,price
65901361,529efaddc42395ad723a2178c6133d6fde0164bf9d8474efa260c567ed171197,7248b657af363c5219ca4fe2e390c8e4024c84af63b3c22e35dcd9ea9282dcb9,0x8825ec2c9a1b29142d7d814812745d958c171838,0xdb36936f304da8bfd228443223ef40957fe32027,45714870634090908403813747458214625542376052548606303175331201110938821302832,0,59.0,57.643,0,buy,0.977
65901361,491b0a5bca4221d3aa1bd09596e13bc9e2b2f9e191f6fb373d45fb8985991709,9a025b269b1a1b38809e4a071357991425b9f03bff8a6f70ad4ba2722aa88c91,0xcdb89568dbeee4b7058fabd69bd452321d340258,0xc6d96c460f73c498ef8a1e4f18c9c027686fccd8,50355102134546581292922487317351764946363017111264209300219250997498904886093,0,735.85,734.3783,0,buy,0.9979999999999999
65901361,a0793d81181b9a7ffdfbc6b3583e89fd3242e54598777a3bb49e8370adeaeebd,cf709565e252b9e568e60e219d300571efda4fb2fec3e657f87b3ab3a2b1e5d0,0x6d447af271d5b28b8868dfaddc7ee1c0ad956476,0xcfdfea94b5f1393a05d3b7574e547c13f2b15ad8,65863169401172649948631080050404832208468869634105407152197172721387335847177,0,22.0,21.912,0,buy,0.996
65901361,ec2d490964fb4fb0782e7825ea216ee87e7477cfb620a86bbe521e9d8531fe05,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0x9eafac8f84317c43f59ba1ebfe3aebb5073d1e92,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,145.23856,148.81,0,sell,0.976
65901361,2408355a48974e0a8aa53d9742239a94189eabde21e8f242c7fa12f339ef4d06,7b17c4e6def8dab0a4b8009d12d7cb4547f9c6b96bead07798007de86ed53d76,0x570d19f13788fe810dce256ecfb2d73edd354f31,0x691bcfd2e886074e567ab57f7e4b015b44c6e7cb,50355102134546581292922487317351764946363017111264209300219250997498904886093,0,811.4,809.7772,0,buy,0.998
65901361,dcf3f52892c36e0aeaba9cef99066bb5ed6f45417511a4cfbb516e90c5ce6cd3,1e34e8b28952f71a95377cdf81e987dfff403b9eee57871a98aae0092af85188,0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,0x03115e7cb5aebd6029d018c7ffeff56e29c4494f,96912414706418192981807917566359563852315470166366122237403501995199388891594,0,250.0,1.0,0,buy,0.004
65901361,4ba4f863c5abfe5541f1e18bd5f2e26df54b63876d7964cb238a72c2b1293f47,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0xea7552aeda300d25d91a690ecb47d31d6de77fbd,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,53.68,55.0,0,sell,0.976
65901361,ec1c780f90eeaea9f80f78ffc43e2fa028c25dd34029086d9b40b6e72bc16da8,b851128bd6e4acb7f19ac38b579334d37a281562f6a7bac9b094f0c7174b25a0,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xd60fbe2a3b0d5c5a70ad631c0bbbb7fc8e95d7bb,15392010570014294321481326327061868945420131405407343092798740122656658365604,0,42.45,0.21225,0,buy,0.004999999999999999
65901361,8423e690aa7597366f4974ca6e51eae5b7ed020185c51eacd2c37c121aabe1a4,904c444fe05e5a592b74d8d0bc7883536a107f9a2ee8fedc9438e32bb699e122,0x8bbae46e91c74557bb1a64e9c96279ece03d9b86,0x715d1301b8dcee06ff226c8f3991aee164ce3e00,26236892725262807235372062505277176822581817393263948638256147417812762302719,0,71.37,0.64233,0,buy,0.009
65901361,858d95ab6fd4ac709a3e9f41ef2dfd1da30ee8e1be7b425582fd7ec03a016586,55994a82056f704d46a7f10a9d6b0d557c5165104f88f06fe3b28e251cd91982,0xf1b3f8f1d95b287af27054bb5dc450fd4f315be0,0x994fc34611fdbc4452a0fa3432daf4142c67bea7,9709043459418676565235115093720068203715019366717274658072340786119112024797,0,2901.4,29.014,0,buy,0.01
65901361,858d95ab6fd4ac709a3e9f41ef2dfd1da30ee8e1be7b425582fd7ec03a016586,3be065f13e4e47f7dc6018f4b33d3dbdca9b8e8fb83685d702b11900b0c1058d,0xc25a5659e055bf009758bd9b496bccce37a69424,0x994fc34611fdbc4452a0fa3432daf4142c67bea7,9709043459418676565235115093720068203715019366717274658072340786119112024797,0,7102.6,71.026,0,buy,0.009999999999999998
65901361,f9f229052e247ef04c0eab7770de427f39bdaf4f673d8ff38346ea6a591233cf,7248b657af363c5219ca4fe2e390c8e4024c84af63b3c22e35dcd9ea9282dcb9,0x8825ec2c9a1b29142d7d814812745d958c171838,0x4f2c49036dbc46201e64f9bcfeb538bd6f0d6a79,45714870634090908403813747458214625542376052548606303175331201110938821302832,0,16.67,16.28659,0,buy,0.9769999999999999
65901361,e6cbe90e5282fa9c3c485957570f6c2034423f8382f8bf270f6bc71abc417159,759da4235db156746ae5e40114e88a0cc75f112749579d70f9ba7639e6a75722,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xd66357d7a89a63149675cdbe69a66d9c6f0df09d,61629812628542112006184910806919500871073513586827345300858319585054511894263,0,8.0,0.048,0,buy,0.006
65901361,c02e6b374c7e49a3cbaa719d5ab8e73b4d955a288025d5be1b3280b1f84085cd,a91390b74e6732400c5391bdeb5e81c449d843923709900e40654778af84d471,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x3b21c1078d9c2fa2d6483282ace598fb2e116097,0,50029558763292490004907035090369845036388910577919998659622549622859634207886,0.061005,12.201,0,sell,0.004999999999999999
65901361,87fd3a596b9c3810691e548246f9d176cf05357eb8a41a91e82d7357363a6945,6bb0bd11d92e41380253f44ff61e7a2306e6963a16eb7346fba82226b2508609,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xdbead36fb7c5a2a10ff17bfb8eec8976b00a3ad7,96409921834430325237504482324908580242167344253768717891284455957468253163186,0,43.64,0.26184,0,buy,0.006
65901361,859c014c56d3241aa8be7d857fae90aa0bb7a7898b6f3accc5ccbccd68932c62,9ed6381af87712bf60fd3ea42ffc492684da9807e5fca265f0e8c50395155d63,0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,0xafb828dfbfd1189a38d70b800ed0ed4cbabf3919,65661592405417984267066437223235056001699463687124602041720003480189576143687,0,169.67,0.84835,0,buy,0.005000000000000001
65901361,5e7cd39bd4b2104f2f6142fac62cc73c68c10f7643e166ef59ddba9459c3d37c,47cf81c3f8da61a9ad9141b35d2fd919aeeb302cb48d9ed6acc0e3fcfe7b9d99,0x2370d48501dbbe1974b6cf228e77d459f4870e10,0x570ff0993cfd760129b007703906ec65fdca2d9e,39881899903855950095187972183395460164922040446051561494839991744856269622262,0,9.462067,6.859998,0,buy,0.724999939231037
65901361,3bb10d9fad9e1c7ce3f3e2480b7f29ff1a519e35900b76b106184aba8c8e1bf1,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0xbc0dade68e3f235c1dab04d7a9523e8ee0cf41ff,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,2.599,113.0,0,sell,0.023000000000000003
65901361,87624c3b177a8ae1a64e9c811724dbe910278786c83ab85eaa271f401208d0fa,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0x2df355eab285f2b16e704d08746e50c0c145a120,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,1.656,72.0,0,sell,0.023
65901361,f5489505a01e98cf8b81ae93426251369e25e68aa1d9801641d312017cb32002,7915e72530ba64f65f67a4683ce9508cd696d336b1b7bba900ca4cc04d32bd75,0x048e5e7fdb152b1a1f3e9505ad46b5fd1504485f,0x0e933da4e9c61bb4acd3d6b7123820e0ab998f5f,6856495334599070327400479404766108364224261454141327193457127201769494631355,0,30.1,18.4814,0,buy,0.614
65901361,f5489505a01e98cf8b81ae93426251369e25e68aa1d9801641d312017cb32002,b1a94b06afdbdfd572ff7723b2faeebc9b993f459b0f8709fde232fc339f86b4,0x48149000228793e3199da4a5aab867c633871968,0x0e933da4e9c61bb4acd3d6b7123820e0ab998f5f,6856495334599070327400479404766108364224261454141327193457127201769494631355,0,41.14,25.3011,0,buy,0.615
65901361,a47c6ffc37e2a5a49b5c04d12b318f45c67bb181638adfcade18a8111d1a8306,0406292c679d87148c55dd380b945d34b3ffa375996f37236b82b00f94ef3528,0x4959175440b8f38229b32f2f036057f6893ea6f5,0xce2b05c97a593c05e3163825596ecf5747a8bb40,61330563804724037192937678344578448749518727217758862085676154462672094091469,0,23.921567,12.199999,0,buy,0.5099999928934421
65901361,98bfadee2ea6ff17b9092a0609aa3b545e532d2a041a43b6c45f36b2821f6889,7248b657af363c5219ca4fe2e390c8e4024c84af63b3c22e35dcd9ea9282dcb9,0x8825ec2c9a1b29142d7d814812745d958c171838,0xbd1e8ccdef06fd36f914f391490d1070824895d4,45714870634090908403813747458214625542376052548606303175331201110938821302832,0,81.0,79.137,0,buy,0.977
65901361,559e55b2de4f4948de24ddb1430552e272c8f848f6d9d6f1e1bdb49826016203,a40aa35067da96cd4008494354d19888149896c907e73320825b2f0be9e2ab5b,0x07e78f5f58f8fa839f298cfe3fefd258883aa343,0x0bd36a0642ca85c28a5109a598614290b2e565d9,0,102005393153954001616156555364526298244258903553193640605945603006929523666032,0.10151,14.501428,0,sell,0.007000000275834904
65901361,bf395018e678ed19260230c8f7fbb23dbc4f1b5c8906889c02131f2558dd8118,3106c9966737d46dc208dd204b095dba13aa38ee11cff67f76a429a9dc7f7c5d,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xd5ccc0963e9e888c0d8a483214d6464658627efd,0,102006319303460238827563664446951754516041393632850360444322469125777577388771,0.063919,12.7838,0,sell,0.005
65901361,d23b8f1443c8c3867f01f1893b3f39d4670aeaabca912b3976c09770d81b551e,3106c9966737d46dc208dd204b095dba13aa38ee11cff67f76a429a9dc7f7c5d,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xf0e89a6599adc9ef1a36a8de33d8cef58f95ce63,0,102006319303460238827563664446951754516041393632850360444322469125777577388771,0.265326,53.0652,0,sell,0.005
65901361,44cd7146695209dc450f541515ef0c9d0dbfc89524e2276f99782f373e21fc22,41229b82dc55261f404214450f9ad003519476c7fec9a4c4d422f3090f1956b5,0x43372356634781eea88d61bbdd7824cdce958882,0xd65dd8522005f75525dd3170978eec7c4799815d,38628846783848374790788419332941417404219209537300558659470133068892420322477,0,52.49,0.15747,0,buy,0.003
65901362,294a6f49e9f89039aef5e41f3cfe9a5904c0a20a747827c966b278d2ecd888da,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0x988e38b421aa287ca6bdfddce16b3ef2fbd80e65,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,0.42182,18.34,0,sell,0.023
65901362,51645ab2a2885b9c55ac135d8d6ed3c147826b757891e91183aeb2e600b27f33,891314b15f5e8475ebb91d5bd17addee9cfd9992402eb29eb6042106b65ad7b2,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xecc9f28097d4210586fa6a7446132bed61a4a8a5,0,20832933656054158835732321660966223238114947766668813575333655613524039271955,0.174643,58.214333,0,sell,0.0030000000171779
65901362,2c5c0ad6d9561e4c038381e52f42b1657ce3b9fc5b9400fbc21b2e4502023584,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0x724a60e9f903460951893edfc7b2c1c157c17c55,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,296.20624,303.49,0,sell,0.9759999999999999
65901362,083d4ed58f1b8cb113c19b35d03dd7ffb8c8cfbdd18f30fcae3341b1bcaf7327,a1ba5ee5086ef5ed9f319fc2fcc6a88c722b487c28c347b83426cff7163a083d,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x2231a974f541a3ccb91af6edb3e672bb362c4cc0,0,83155643791123528545888271368970103667222416553800192242286164648782617698704,0.265895,44.315833,0,sell,0.006000000045130597
65901362,26eabd3e446fb1d24701c5efaa8995f066d25417ac0c611bee03384f9a1d3c0c,73b41eb0c885cd64720168105a9d6d490cfaac9bc92dd1dc89fdbab9ab137f1b,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xda7e3a5da5c12094fd83daf5476828661433eccc,0,97778723840960365789832465053556885490706700387581982927892974660188880100272,0.073165,14.633,0,sell,0.005
65901362,2e551a4844f0d6ac47c84d9d5e8e758b7f400b796a802bd87cffd248a45e5675,088e79229c2e891edc724e29f19ce4a201268bfda103e286baee7bb454a46b91,0xc288a080d9fd922a1d7a43cc164442b784f3edb1,0x77a5b7d1e1f547a8d3a4b0cc6799dcb64257f4bc,0,74423554016925602922436993885774354618788700331961923807720856797476920151011,0.043841,1.043833,0,sell,0.04200001341210711
65901362,a3b9713143717282d9337cb0ed8a72816f6353c31ffc67c734a6229e1c0be374,b7dc90e0c230fc4bf19054a7ebabac305e30410744468e00fba5bb019bdd4317,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x984761f18cfd0c99f4f28e7c5fce7a125403f026,0,59719086471851132118057103160039200789268717383832814315021216098909788743101,8.232931,2058.23275,0,sell,0.004
65901363,a8285c6356165c2f953bcee1da23a6cc76119f521b6048f3b36f0287679bbf99,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0x6b0c8ff3830c23cf118d4d669760d43701b0c727,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,130.784,134.0,0,sell,0.976
65901363,d008be557a79f1ed9c6f1153cf98199ce795e6bca8819ae899ea2012d603bf98,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0x7042730bfe25d858d5818f1e8552708bd3d6b1b4,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,0.391,17.0,0,sell,0.023
65901363,0cf1beeaceea166dc94fab1255199cbe38f3e0f5e84a31afa445b6eb8f954688,a091883df5d8a87a4cdff5ca9a6c6385feb1d77fdbb4c3fd77230f9edd3c19da,0xf95abd645d48c8d23940aad24643c1961fd170f6,0xd43d39441697a0130749d92ba54f3663dd9f06bc,43747390905811870712760195072463530307060567412642858705899379921018244137145,0,26.0,25.896,0,buy,0.996
65901363,0d7c22cbdf50f5aecccf586d42d74ea533a8092ec29aa032b89e561a3af1a4f9,45f6ffdd6f767a0e72294ab31a8599de56dcba1024d3d4c2eb2cef229bde4bb6,0x55b4af6a1cff148a307cad8ad098206a028e80ea,0x96cbae6a074943e9c2a8e13ebf1eef90e2d1bb66,0,17148991929546304218678959738430213065524880357303658607403556776126482126118,0.704771,46.984733,0,sell,0.015000000106417548
65901363,009d19175d36c41d107262f728bc4d5b01f7909e90efd0711d30480fb56b7cc0,664b0ad4f4c0c6aac33d97ef6acf0be7fb2eda459b56229f44023a33f1c21a7f,0xb4f2f0c858566fef705edf8efc1a5e9fba307862,0x6bda3c4ecf2fe6c9ceb48dc63ccb4ce543e811e6,0,38628846783848374790788419332941417404219209537300558659470133068892420322477,0.073627,36.8135,0,sell,0.002
65901363,b5c514657a5d797f60c7a6b550b5ed43a60072b905e61836ff48e517f476f32d,a4e79138cb3fe4e7dddde608ee66207706dcd83ab50a9ac6fc27a5a337776ab0,0x463e797dccfe0fd56839bc855f1e94b3f6ef664e,0x5391a2f335ddc03a1d0da838d3b041d8dc1fc4db,0,72790095997242104787411368790454116178507792176059865299242116684359564618141,1.892692,1892.692,0,sell,0.001
65901363,257cfc7cdc1846a276459834c1e6bec25739a9d87908124a78141d60f1c4dee1,189bf5c0cb96a38124e0b83fb104aac1666f0d5e0405d977ba046f2909740b03,0xccf25be5f62cb1e2fbdc6b0392aa50584e6e41b7,0x8f828a122ebb54b15991a30196bc9ee8945fa3f8,49855518054184322232101245936108699486005399663255153230172657128678288795141,0,81.0,0.405,0,buy,0.005
65901364,f06c4fbe4c620c4c16a918188b7064443dabfdf590c0d22a135fa40ce8cbc747,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0x3262fd53f34dd460a79f92dc77d43a7abf7a2c9e,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,0.250481,10.890478,0,sell,0.023000000550940005
65901364,b7d886855bdcc6593e844232bf20dae169a88e3ea70baa354ee9e05d3fed8b72,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0x9a2191682e8ad6d519ef730bd96df11da1851463,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,286.29984,293.34,0,sell,0.9760000000000001
65901364,da8b1d018052e2e3c9506e551db3fd5c2a6d264c84574ba3980df61ed0df63af,1b1d494bf0bd7ac2e563987778c28d24c323a7c9bb146c110f1968fe861545a4,0x929bd2697697e6c3ac8350d13aab0ffb04779143,0x9038c952efdbf148258f857c8bbcedf33a513c1d,0,70948999046678954944326787736190690890568173143213485913437360277446343508580,0.011122,1.01109,0,sell,0.01100000989031639
65901364,53227f55214a7955206e751a63d85f206b52e904093c1e188913eec9b4559c08,a5a152772de94eab7d4f48c7404c020863aa99b9cca1d6c65c00c97144d0adda,0x93d2fb83f6176ad7121595a62e41a22f414851c1,0x8707534e609c4dcb2eb0159329d77bffa6887d4d,35929714537523392994070794916495696429665899883492376012433175629146563110418,0,79.26,0.15852,0,buy,0.0019999999999999996
65901364,bd9ba11f24c440ad61806be3823991b1e41e13228968ce8e134f21166ba23fa3,49b9bbf160f2ee9898e71958e96a6126aba396ea793e18efe26065c777a5ce03,0x07e78f5f58f8fa839f298cfe3fefd258883aa343,0xc7673a888d799213b96a7864d23188720818ce17,0,115444954793985379021585674637906429040673431842383841060700879125120309599637,0.181444,60.481333,0,sell,0.0030000000165340272
65901364,4510e63b9dd57119f5cbe7463956258c056a21492449902d78d246377b601033,970dd8eb5cd16086ad507e3475a0acae132864e84596dc620df1ef278b2370ff,0x7c7baa7d73e649f2d341a9517cd5c7cfaf5ef474,0xc7f717684fc6091475597408819909de7a74e073,102635810088606948147311305941716999359339527059960270753019994691928431958693,0,1776.666666,5.329999,0,buy,0.0029999994382739208
65901365,788d6d7fc42d971f954c8ce7ee2850d8f2f0f71360e79d30d97db82d3ffd507d,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0x1dc4d23441e99250fa473e2e10f854ea6897d9e2,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,181.536,186.0,0,sell,0.976
